Key,ShortKey,Source,Row,Module,Field,Role,CN,JP,,,,,,,,,,,,,,
AwakerPotency_13677_PotencyDesc,atlG,h唤醒体启灵_AwakerPotency_A.csv,220,AwakerPotency,PotencyDesc,萨尔瓦多,回合开始时积攒等同于体质 6% 的猩红熔炉回复量。狂气爆发「造主的庇佑」使萨尔瓦多获得 35% 临时暴击伤害。,ターン開始時、体力の6%の猩紅炉を蓄積。狂気解放「創造主の庇護」を発動後、サルバドルは35%の一時的なクリティカルダメージを獲得。,,,,,,,,,,,,,,
AwakerPotency_13544_PotencyDesc,atgE,h唤醒体启灵_AwakerPotency_A.csv,224,AwakerPotency,PotencyDesc,萨尔瓦多,受到伤害转化猩红熔炉回复量的效果提高 250%，「基础打击」与「应消之苦」额外享受 100% 力量加成。本次探索内猩红熔炉上限提高最大生命的 2％，至多提高 10％。,受けたダメージを猩紅炉に蓄積する効果が250%増加する。「攻撃」と「苦痛の解消」は、追加で100%の力ボーナスを獲得。この探索中、猩紅炉の上限が最大ライフの2％増加し、最大10％まで増加。,,,,,,,,,,,,,,
AwakerPotency_13560_PotencyName,athl,h唤醒体启灵_AwakerPotency_A.csv,232,AwakerPotency,PotencyName,萨尔瓦多,饲世的苦慈,救世の慈悲,,,,,,,,,,,,,,
AwakerPotency_13560_PotencyDesc,athk,h唤醒体启灵_AwakerPotency_A.csv,232,AwakerPotency,PotencyDesc,萨尔瓦多,灵知觉醒「赐福」获得强化，「造主的庇佑」和「受祝骨血」积攒的猩红熔炉提高 25%。「应消之苦」选择「超度」时每消耗 1% 最大生命的猩红熔炉，就提高 5% 最终伤害。,霊知覚醒「祝福」が強化され、「創造主の庇護」と「祝福の骨血」で蓄積する猩紅炉が25%増加する。「苦痛の解消」が「浄化」を発動した時、猩紅炉から最大ライフの1%を消費するごとに、最終ダメージが5%増加する。,,,,,,,,,,,,,,
AwakerPotency_13449_PotencyDesc,atcY,h唤醒体启灵_AwakerPotency_A.csv,233,AwakerPotency,PotencyDesc,莉兹,「腐化绿炎」回合结束时若在手牌或超维空间，将会升级为「死灭绿炎」。,「腐敗の緑炎」は、ターン終了時に手札または超次元空間にある場合、「死滅の緑炎」にアップグレードする。,,,,,,,,,,,,,,
AwakerPotency_13289_PotencyDesc,asWS,h唤醒体启灵_AwakerPotency_A.csv,234,AwakerPotency,PotencyDesc,莉兹,「基础打击」获得跃迁：施加 50% 伤害的中毒;「基础防御」获得跃迁：触发所有敌人 25％ 的中毒。,「攻撃」は「跳躍」を獲得：ダメージの50%の毒を付与する。\n「防御」は「跳躍」を獲得：すべての敵の毒を25%発動する。,,,,,,,,,,,,,,
AwakerPotency_13127_PotencyName,asQH,h唤醒体启灵_AwakerPotency_A.csv,235,AwakerPotency,PotencyName,莉兹,最终黎明,最後の夜明け,,,,,,,,,,,,,,
AwakerPotency_13127_PotencyDesc,asQG,h唤醒体启灵_AwakerPotency_A.csv,235,AwakerPotency,PotencyDesc,莉兹,「告死之舞」每弃掉 2 张牌就抽 1 张牌。,「告死の舞い」は、カードを2枚捨てるごとにカードを1枚引く。,,,,,,,,,,,,,,
AwakerPotency_13495_PotencyDesc,ateM,h唤醒体启灵_AwakerPotency_A.csv,239,AwakerPotency,PotencyDesc,莉兹,将手牌中所有的「绿炎」与「腐化绿炎」升级为「死灭绿炎」， 3 回合内回合开始时，都会重复 1 次该效果。,手札にあるすべての「緑炎」と「腐敗の緑炎」を「死滅の緑炎」にアップグレードする。3ターンの間、ターン開始時にこの効果を1回繰り返す。,,,,,,,,,,,,,,
AwakerPotency_13087_PotencyName,asPf,h唤醒体启灵_AwakerPotency_A.csv,247,AwakerPotency,PotencyName,莉兹,燃烧的致礼,燃え上がる献礼,,,,,,,,,,,,,,
AwakerPotency_13087_PotencyDesc,asPe,h唤醒体启灵_AwakerPotency_A.csv,247,AwakerPotency,PotencyDesc,莉兹,灵知觉醒「翡翠映像」获得强化，莉兹每造成 3 次伤害还会使莉兹本场战斗造成的伤害提高攻击力的 15%。,霊知覚醒「翡翠の映像」が強化され、リッツがダメージを3回与えるたび、リッツがこの戦闘中に与えるダメージが攻撃力の15%増加する。,,,,,,,,,,,,,,
AwakerPotency_13144_PotencyDesc,asRo,h唤醒体启灵_AwakerPotency_A.csv,248,AwakerPotency,PotencyDesc,温柯尔,「基础打击」与「能量射线」造成的伤害享受 25% 反击加成。,「攻撃」と「エネルギーレイ」が与えるダメージは、25%の反撃ボーナスを獲得する。,,,,,,,,,,,,,,
AwakerPotency_13322_PotencyDesc,asYg,h唤醒体启灵_AwakerPotency_A.csv,249,AwakerPotency,PotencyDesc,温柯尔,「精神重建」每弃掉 1 张牌，下回合获得等同于防御力 [Arg1]% 的护盾（效果随「精神重建」的等级提升）。若触发跃迁立即抽 1 张牌。,「精神再建」は、カードを1枚捨てるごとに、次のターンに防御力の[Arg1]%のシールドを獲得する（効果は「精神再建」のレベルに応じて増加）。「跳躍」が発動した場合、即座にカードを1枚引く。,,,,,,,,,,,,,,
AwakerPotency_13505_PotencyDesc,atfg,h唤醒体启灵_AwakerPotency_A.csv,250,AwakerPotency,PotencyDesc,温柯尔,「无形迁移」造成的护盾和反击提高 25%。使选择的唤醒体本回合释放 2 次狂气爆发后才会进入冷却。,「無形の移動」が獲得するシールドと反撃が25%増加する。選択した覚醒体はこのターン中、狂気解放を2回発動可能。,,,,,,,,,,,,,,
AwakerPotency_13574_PotencyDesc,athM,h唤醒体启灵_AwakerPotency_A.csv,254,AwakerPotency,PotencyDesc,温柯尔,使选择的唤醒体回合开始时获得 35 点狂气，持续 3 回合。,選択した覚醒体は、ターン開始時に35狂気を獲得する。3ターン持続。,,,,,,,,,,,,,,
AwakerPotency_13057_PotencyName,asNX,h唤醒体启灵_AwakerPotency_A.csv,262,AwakerPotency,PotencyName,温柯尔,离群者说,追放者の言葉,,,,,,,,,,,,,,
AwakerPotency_13057_PotencyDesc,asNW,h唤醒体启灵_AwakerPotency_A.csv,262,AwakerPotency,PotencyDesc,温柯尔,灵知觉醒「自我封锁」获得强化，打出时立即使狂气最低其他唤醒体获得 50 点狂气。,霊知覚醒「自己の封鎖」が強化され、使用後、即座に狂気が最も低い他の覚醒体に50狂気を付与する。,,,,,,,,,,,,,,
AwakerPotency_13083_PotencyDesc,asOW,h唤醒体启灵_AwakerPotency_A.csv,263,AwakerPotency,PotencyDesc,卡茜亚,「统统消失！」每洗入 1 张牌，奇术师获得 3 点狂气。,「消失マジック！」でカードを1枚山札に追加するたび、カーシアは3狂気を獲得する。,,,,,,,,,,,,,,
AwakerPotency_13165_PotencyDesc,asSe,h唤醒体启灵_AwakerPotency_A.csv,264,AwakerPotency,PotencyDesc,卡茜亚,「魔术嘉年华」额外抽 1 张牌，抽到症状或状态卡也会对随机敌人造成 1 次伤害。,「マジックカーニバル」は追加でカードを1枚引く。引いたカードが症状カードまたはステータスカードでもランダムな敵にダメージを1回与える。,,,,,,,,,,,,,,
AwakerPotency_13085_PotencyDesc,asPa,h唤醒体启灵_AwakerPotency_A.csv,265,AwakerPotency,PotencyDesc,卡茜亚,「隔空取物」获得「余波」：将 1 张「灵感」洗入抽牌堆。,「念動力操作」は「余波」を獲得：「啓示」を1枚山札に追加する。,,,,,,,,,,,,,,
AwakerPotency_13200_PotencyDesc,asTw,h唤醒体启灵_AwakerPotency_A.csv,269,AwakerPotency,PotencyDesc,卡茜亚,本次狂气爆发伤害次数翻倍。之后 5 次打出卡茜亚的指令卡后，获得攻击力 8% 的力量。,この狂気解放のダメージ回数が2倍になる。その後、カーシアの指令カードを5回使用するたびに、攻撃力の8%の力を獲得する。,,,,,,,,,,,,,,
AwakerPotency_13700_PotencyName,atmB,h唤醒体启灵_AwakerPotency_A.csv,277,AwakerPotency,PotencyName,卡茜亚,一千零一场奇迹,1000と1の奇跡,,,,,,,,,,,,,,
AwakerPotency_13700_PotencyDesc,atmA,h唤醒体启灵_AwakerPotency_A.csv,277,AwakerPotency,PotencyDesc,卡茜亚,灵知觉醒「演出序幕」获得强化，所有唤醒体打出「打击」时都能触发该效果获得临时力量。,霊知覚醒「公演の序幕」が強化され、すべての覚醒体が「攻撃」を使用した場合もこの効果が発動し、一時的な力を獲得する。,,,,,,,,,,,,,,
AwakerPotency_13538_PotencyDesc,atgs,h唤醒体启灵_AwakerPotency_A.csv,278,AwakerPotency,PotencyDesc,希洛,战斗开始时，将 1 张「不规则形态」置入手牌。,戦闘開始時、「不規則形態」を1枚手札に追加する。,,,,,,,,,,,,,,
AwakerPotency_13081_PotencyDesc,asOS,h唤醒体启灵_AwakerPotency_A.csv,279,AwakerPotency,PotencyDesc,希洛,「基础防御」使希洛获得 25% 临时暴击率。,「防御」は25%の一時的なクリティカル率を獲得する。,,,,,,,,,,,,,,
AwakerPotency_13464_PotencyDesc,atdC,h唤醒体启灵_AwakerPotency_A.csv,280,AwakerPotency,PotencyDesc,希洛,「基础打击」使希洛获得 5% 暴击伤害。,「攻撃」は5%のクリティカルダメージを獲得する。,,,,,,,,,,,,,,
AwakerPotency_13509_PotencyDesc,atfo,h唤醒体启灵_AwakerPotency_A.csv,284,AwakerPotency,PotencyDesc,希洛,临时手牌上限+2，并将 2 张 「不规则形态」置入手中，希洛获得 25% 暴击伤害。,一時的な手札の上限+2。「不規則携帯」を2枚手札に追加し、へロットは25%のクリティカルダメージを獲得する。,,,,,,,,,,,,,,
AwakerPotency_13546_PotencyName,atgJ,h唤醒体启灵_AwakerPotency_A.csv,292,AwakerPotency,PotencyName,希洛,最后的审判者,最後の裁きを下す者,,,,,,,,,,,,,,
AwakerPotency_13546_PotencyDesc,atgI,h唤醒体启灵_AwakerPotency_A.csv,292,AwakerPotency,PotencyDesc,希洛,灵知觉醒「复仇宣言」获得强化，打出时立即使「破链一击」的打击加成和「绵长恨怨」的基础伤害提高 50%。,霊知覚醒「復讐宣言」が強化され、使用後、即座に「鎖を断つ一撃」の攻撃ボーナスと「長き憎しみ」の基礎ダメージが50%増加する。,,,,,,,,,,,,,,
AwakerPotency_13229_PotencyDesc,asUC,h唤醒体启灵_AwakerPotency_A.csv,293,AwakerPotency,PotencyDesc,阿格里帕,「不耐的施舍」使手中算力消耗最高的 1 张卡牌在本回合中算力消耗 -1。,「耐え難い施し」は、手札にある行動力消費が最も高いカード1枚の、このターンの行動力消費を1減少させる。,,,,,,,,,,,,,,
AwakerPotency_13393_PotencyDesc,ataS,h唤醒体启灵_AwakerPotency_A.csv,294,AwakerPotency,PotencyDesc,阿格里帕,「基础防御」和「基础打击」触发全体敌方 10％ 中毒。,「防御」と「攻撃」は、すべての敵に10%の毒を付与する。,,,,,,,,,,,,,,
AwakerPotency_13562_PotencyDesc,atho,h唤醒体启灵_AwakerPotency_A.csv,295,AwakerPotency,PotencyDesc,阿格里帕,「苍白回旋」基础伤害提高 50%，打出后使胚胎融合 +20%。,「蒼白の旋回」の基礎ダメージが50%増加する。使用後、胚胎融合+20%。,,,,,,,,,,,,,,
AwakerPotency_13673_PotencyDesc,atlA,h唤醒体启灵_AwakerPotency_A.csv,299,AwakerPotency,PotencyDesc,阿格里帕,抽 2 张阿格里帕的非打击防御指令卡，使 2 张手中阿格里帕的非打击防御指令卡本回合算力消耗 -1。,アグリッパの攻撃と防御以外の指令カードを2枚引き、このターン中、手札にあるアグリッパの攻撃と防御以外の指令カード2枚の行動力消費を1減少させる。,,,,,,,,,,,,,,
AwakerPotency_13540_PotencyDesc,atgw,h唤醒体启灵_AwakerPotency_A.csv,307,AwakerPotency,PotencyDesc,阿格里帕,灵知觉醒「迷途之旅」获得强化，每回合中阿格里帕每造成或触发 1 次中毒，回合结束获得的护盾就提高 50%，最大 5 层。,霊知覚醒「迷途の旅」が強化され、毎ターンアグリッパが毒を1回付与する、または発動するたび、ターン終了時に獲得するシールドが50%増加する。最大5回まで。,,,,,,,,,,,,,,
AwakerPotency_21728_PotencyDesc,atnO,h唤醒体启灵_AwakerPotency_A.csv,308,AwakerPotency,PotencyDesc,奥吉尔,「穿刺之枪」易伤回合数 +1，基础伤害 +100%，力量加成倍数提高 1。,「刺突の槍」の付与する易傷+1、基礎ダメージ+100%、1倍の力ボーナスを獲得する。,,,,,,,,,,,,,,
AwakerPotency_21727_PotencyDesc,atnM,h唤醒体启灵_AwakerPotency_A.csv,309,AwakerPotency,PotencyDesc,奥吉尔,「七艺，传承美德」获得的护盾提高 20%， 若自身处于脆弱状态，「七艺，传承美德」额外获得 33% 的护盾。,「七つの技、継承した美徳」は、獲得するシールドが20%増加する。自身が脆弱状態の場合、追加で33%のシールドを獲得する。,,,,,,,,,,,,,,
AwakerPotency_21738_PotencyDesc,atnS,h唤醒体启灵_AwakerPotency_A.csv,310,AwakerPotency,PotencyDesc,奥吉尔,「不定壁垒」获得的护盾提高 28%，获得等同于攻击力 [Arg1]% 的力量（效果随「不定壁垒」的等级提高）。,「不定の壁」は、獲得するシールドが28%増加し、攻撃力の[Arg1]%の力を獲得する。（効果は「不定の壁」のレベルに応じて増加）,,,,,,,,,,,,,,
AwakerPotency_13536_PotencyDesc,atgo,h唤醒体启灵_AwakerPotency_A.csv,314,AwakerPotency,PotencyDesc,奥吉尔,获得的护盾提高 200%，奥吉尔造成的伤害次数 +1，持续 3 回合。,獲得するシールドが200％増加する。オジールの与えるダメージ回数+1．3ターン持続。,,,,,,,,,,,,,,
AwakerPotency_13440_PotencyName,atcH,h唤醒体启灵_AwakerPotency_A.csv,322,AwakerPotency,PotencyName,奥吉尔,忠诚，誓死不渝,揺るぎない忠誠,,,,,,,,,,,,,,
AwakerPotency_13440_PotencyDesc,atcG,h唤醒体启灵_AwakerPotency_A.csv,322,AwakerPotency,PotencyDesc,奥吉尔,灵知觉醒「骑士热诚」获得强化，在本场战斗触发死亡抵抗后，奥吉尔的狂气爆发获得的临时力量提高为 3 倍。,霊知覚醒「騎士の熱意」が強化され、この戦闘で死亡抵抗が発動した場合、オジールの狂気解放で獲得する力が3倍になる。,,,,,,,,,,,,,,
AwakerPotency_13063_PotencyDesc,asOi,h唤醒体启灵_AwakerPotency_A.csv,323,AwakerPotency,PotencyDesc,达芙黛尔,「基础打击」享受 2 倍力量加成，获得跃迁：获得 1 点算力。「基础防御」获得等同于攻击力 [Arg1]% 的力量，获得跃迁：获得 1 点算力。,「攻撃」は2倍の力ボーナスを獲得し、「跳躍」を獲得：1点の行動力を獲得する。\n「防御」は攻撃力の[Arg1]%の力を獲得し、「跳躍」を獲得：1点の行動力を獲得する。,,,,,,,,,,,,,,
AwakerPotency_13109_PotencyDesc,asPW,h唤醒体启灵_AwakerPotency_A.csv,324,AwakerPotency,PotencyDesc,达芙黛尔,达芙黛尔以任意方式击杀敌人后，使队伍在本次关卡中暴击率永久提高 5%。,ダフォダイルが敵を撃破するたび、チームのクリティカル率がこのステージ中、永続的に5%増加する。,,,,,,,,,,,,,,
AwakerPotency_13305_PotencyDesc,asXy,h唤醒体启灵_AwakerPotency_A.csv,325,AwakerPotency,PotencyDesc,达芙黛尔,每打出 1 张「灵感」就使达芙黛尔获得 2 点狂气，获得等同于 1% 攻击力的力量，每回合最多触发 5 次。,「啓示」を1枚使用するたび、ダフォダイルは2狂気を獲得し、攻撃力の1%の力を獲得する。毎ターン最大5回まで。,,,,,,,,,,,,,,
AwakerPotency_13600_PotencyDesc,atiM,h唤醒体启灵_AwakerPotency_A.csv,329,AwakerPotency,PotencyDesc,达芙黛尔,额外将「千面幻象」的 2 张复制置入手中，「断颈一击」本场战斗中基础伤害提高 50%。,「千変万化」のコピーを追加で2枚を手札に追加し、この戦闘中、「首切りの一撃」の基礎ダメージが50%増加する。,,,,,,,,,,,,,,
AwakerPotency_13452_PotencyName,atdf,h唤醒体启灵_AwakerPotency_A.csv,337,AwakerPotency,PotencyName,达芙黛尔,死魂灵,死せる魂,,,,,,,,,,,,,,
AwakerPotency_13452_PotencyDesc,atde,h唤醒体启灵_AwakerPotency_A.csv,337,AwakerPotency,PotencyDesc,达芙黛尔,灵知觉醒「维度投射」获得强化，打出时立即生成 1 张算力消耗为 0 的临时「断颈一击」置入超维空间。,霊知覚醒「次元の投影」が強化され、カードを使用した後、即座に行動力消費0の「首折り一撃」を1枚獲得し、超次元空間に置く。,,,,,,,,,,,,,,
AwakerPotency_13319_PotencyDesc,asYa,h唤醒体启灵_AwakerPotency_A.csv,340,AwakerPotency,PotencyDesc,艾尔瓦,「无止境的正义」使艾尔瓦获得 50％ 临时暴击率和暴击伤害。,「無限の正義」は、50％の一時的なクリティカル率とクリティカルダメージを獲得する。,,,,,,,,,,,,,,
